id_ferreteria;nit;nombre_ferreteria;nombre_propietario;razon_social;correo;num_telefono;num_vetados;direccion;cod_municipio;regional;estado;fecha_registro;latitud;longitud
657DB876-BD64-4AE2-B308-AE0FA9C1E284;;;;;;5,73201E+11;;;5001;suroccidente;;2026-05-19 13:13:00.498952+00;;
